sex,math,income,cappun,height,idealheight,diff,kkardashtemp
female,no,54600,oppose,66.8,68,1.2000000000000028,23
male,no,4000,favor,68.7,71,2.299999999999997,96
female,yes,40800,favor,66.3,68,1.7000000000000028,3
male,no,46900,oppose,68.6,71,2.4000000000000057,97
male,no,63600,oppose,70.2,73,2.799999999999997,99
male,no,8200,oppose,65.9,68,2.0999999999999943,88
female,yes,112400,oppose,64.8,66,1.2000000000000028,4
female,no,15200,favor,65.6,67,1.4000000000000057,0
female,no,36500,oppose,68.6,70,1.4000000000000057,23
female,no,63000,oppose,65.8,67,1.2000000000000028,39
male,no,46100,favor,73.2,76,2.799999999999997,69
female,no,56700,favor,65.9,67,1.0999999999999943,35
female,no,19600,oppose,65.4,67,1.5999999999999943,4
male,no,66900,oppose,68.1,71,2.9000000000000057,100
female,no,16600,oppose,60.9,62,1.1000000000000014,10
male,no,3900,oppose,70.2,73,2.799999999999997,92
female,no,10300,oppose,67,68,1,0
male,yes,33300,favor,72.1,74,1.9000000000000057,100
female,no,18400,oppose,65.3,67,1.7000000000000028,3
female,no,33100,oppose,67.2,68,0.7999999999999972,9
male,no,20400,oppose,69.7,72,2.299999999999997,96
female,no,22900,oppose,66.2,68,1.7999999999999972,7
male,no,45500,oppose,66.4,69,2.5999999999999943,97
female,no,33900,oppose,64.5,66,1.5,7
female,no,67000,oppose,60.2,62,1.7999999999999972,5
female,no,78700,oppose,63.8,65,1.2000000000000028,12
female,no,22000,favor,69.1,70,0.9000000000000057,9
female,no,39500,oppose,65.4,67,1.5999999999999943,0
male,no,31200,oppose,69.7,72,2.299999999999997,100
male,no,19600,favor,76.4,79,2.5999999999999943,92
male,no,30500,oppose,69.1,71,1.9000000000000057,93
male,no,24900,oppose,68.8,72,3.200000000000003,94
female,yes,6300,favor,66,67,1,13
female,no,77700,oppose,66.1,67,0.9000000000000057,10
male,no,17700,favor,69.4,72,2.5999999999999943,97
male,no,48300,oppose,70.2,72,1.7999999999999972,93
male,no,20700,favor,66.3,69,2.700000000000003,99
female,no,11700,oppose,64.6,66,1.4000000000000057,4
female,no,49300,oppose,67.1,69,1.9000000000000057,2
female,no,36800,oppose,58.7,60,1.2999999999999972,6
female,no,55100,favor,65.1,67,1.9000000000000057,25
male,no,56800,oppose,63,65,2,94
female,no,10700,oppose,65.7,67,1.2999999999999972,5
male,no,46100,favor,69.9,73,3.0999999999999943,97
male,no,25800,favor,70.1,72,1.9000000000000057,92
male,no,28900,oppose,73.7,76,2.299999999999997,100
female,no,10300,oppose,69,71,2,25
female,no,51700,oppose,63.7,65,1.2999999999999972,40
male,no,57800,favor,71.9,75,3.0999999999999943,100
female,no,18600,oppose,68,70,2,12
female,no,70700,oppose,65.5,67,1.5,15
female,no,30200,oppose,64.8,67,2.200000000000003,7
female,yes,19900,favor,66.2,68,1.7999999999999972,3
male,no,42400,oppose,67,69,2,91
female,no,3400,favor,66.8,68,1.2000000000000028,19
male,no,82700,oppose,68.2,71,2.799999999999997,95
female,no,27000,oppose,63.7,65,1.2999999999999972,6
female,no,67500,favor,70.5,72,1.5,14
male,no,63800,oppose,69.3,72,2.700000000000003,91
male,no,10600,oppose,67.2,70,2.799999999999997,92
male,no,8500,favor,73.5,76,2.5,75
female,no,61900,oppose,66.2,68,1.7999999999999972,9
male,no,30700,favor,69.7,73,3.299999999999997,88
female,no,55800,oppose,64,66,2,25
female,no,50900,oppose,68.1,70,1.9000000000000057,12
male,no,12000,favor,71.7,74,2.299999999999997,75
female,no,7200,favor,66,67,1,9
female,no,15500,oppose,62.6,65,2.3999999999999986,16
female,no,83500,favor,64.5,66,1.5,17
male,no,24300,oppose,68.6,71,2.4000000000000057,95
female,no,50100,oppose,65.8,67,1.2000000000000028,7
female,no,7100,oppose,69.1,71,1.9000000000000057,7
female,no,69200,oppose,63.3,65,1.7000000000000028,2
male,yes,65400,oppose,73.4,76,2.5999999999999943,92
female,no,25800,oppose,65.9,68,2.0999999999999943,39
male,no,77800,favor,67.2,70,2.799999999999997,76
male,no,50100,oppose,69.7,73,3.299999999999997,94
male,no,28300,favor,70.9,73,2.0999999999999943,97
female,no,48100,oppose,63.8,65,1.2000000000000028,5
female,yes,123800,favor,72.6,74,1.4000000000000057,13
male,yes,9800,oppose,74.5,77,2.5,97
male,no,54800,oppose,72.2,75,2.799999999999997,85
female,no,24300,favor,60,62,2,13
male,no,56000,oppose,71.1,73,1.9000000000000057,90
female,no,24100,oppose,66.9,68,1.0999999999999943,9
female,no,20300,favor,65.9,67,1.0999999999999943,5
male,no,27100,favor,70.5,73,2.5,96
female,no,44200,oppose,65.9,67,1.0999999999999943,2
male,no,53200,favor,67.7,70,2.299999999999997,85
female,no,34400,oppose,65,67,2,2
female,no,161500,oppose,68.4,70,1.5999999999999943,1
female,no,69800,favor,63.8,65,1.2000000000000028,32
male,no,47300,oppose,68.8,72,3.200000000000003,96
female,no,39300,oppose,65.7,67,1.2999999999999972,5
male,no,43700,favor,65.8,68,2.200000000000003,99
male,no,86700,oppose,69.1,72,2.9000000000000057,90
male,no,13800,favor,72.2,74,1.7999999999999972,93
male,no,8500,favor,67.6,71,3.4000000000000057,84
male,no,95300,oppose,70.4,73,2.5999999999999943,87
male,no,37500,oppose,79.3,81,1.7000000000000028,87
female,no,18100,oppose,60.9,63,2.1000000000000014,4
male,no,37100,oppose,70.4,73,2.5999999999999943,89
female,no,6200,oppose,68.2,70,1.7999999999999972,11
male,no,55200,favor,69.6,72,2.4000000000000057,87
female,no,55400,oppose,62.1,64,1.8999999999999986,10
male,no,56800,favor,75.6,78,2.4000000000000057,86
male,no,55600,oppose,71.4,74,2.5999999999999943,72
female,no,50300,favor,66.8,68,1.2000000000000028,2
female,no,18300,oppose,60,62,2,1
female,no,52700,oppose,62.8,65,2.200000000000003,1
female,no,23100,oppose,66.9,69,2.0999999999999943,19
male,no,52400,oppose,70,72,2,88
male,no,36800,oppose,69.5,72,2.5,93
male,no,18200,oppose,72.1,75,2.9000000000000057,93
male,no,36100,oppose,71.2,74,2.799999999999997,89
male,yes,6100,favor,66.2,69,2.799999999999997,97
male,no,8800,oppose,68.9,72,3.0999999999999943,97
male,no,76300,oppose,75.6,78,2.4000000000000057,80
male,no,5400,oppose,69.1,72,2.9000000000000057,67
female,no,7500,oppose,63.3,65,1.7000000000000028,1
female,no,18300,oppose,71,72,1,3
female,no,59900,oppose,61.1,63,1.8999999999999986,0
female,yes,38600,favor,64.7,66,1.2999999999999972,19
male,no,82500,oppose,70.8,73,2.200000000000003,95
male,no,41400,oppose,67.6,70,2.4000000000000057,97
female,no,36700,oppose,61.2,63,1.7999999999999972,15
male,no,43500,oppose,68.8,71,2.200000000000003,93
male,no,43300,favor,69.7,72,2.299999999999997,91
female,no,6600,favor,67.7,69,1.2999999999999972,12
female,no,62400,favor,69.8,71,1.2000000000000028,19
male,no,12900,oppose,70.7,73,2.299999999999997,86
female,no,80500,oppose,65.7,68,2.299999999999997,1
female,no,6000,oppose,58,59,1,17
male,no,63100,oppose,67.5,70,2.5,97
male,no,33700,favor,70.5,73,2.5,81
female,no,57800,oppose,60.2,61,0.7999999999999972,10
female,no,85100,favor,62.7,64,1.2999999999999972,23
male,no,78200,oppose,71.5,74,2.5,90
male,no,145500,oppose,68,70,2,100
female,no,12000,oppose,63.6,65,1.3999999999999986,23
female,no,14900,oppose,60.8,63,2.200000000000003,13
female,no,13300,oppose,64.4,66,1.5999999999999943,4
female,no,24600,oppose,62.9,64,1.1000000000000014,46
female,no,29400,oppose,66.7,68,1.2999999999999972,1
female,no,21000,favor,67.2,69,1.7999999999999972,1
male,no,38400,favor,70.5,73,2.5,97
female,no,32900,oppose,68.7,70,1.2999999999999972,42
female,yes,63500,oppose,70.8,73,2.200000000000003,10
male,no,38200,oppose,69.8,73,3.200000000000003,100
male,no,30200,favor,71.2,74,2.799999999999997,93
male,no,35000,favor,75.5,78,2.5,97
female,no,14400,favor,66.4,68,1.5999999999999943,11
female,no,27300,oppose,62.1,63,0.8999999999999986,15
female,no,16700,oppose,59.7,60,0.29999999999999716,14
female,no,67200,favor,63.4,64,0.6000000000000014,2
female,yes,77300,oppose,64,66,2,35
female,no,80300,favor,66,68,2,10
male,no,9700,oppose,68.4,71,2.5999999999999943,97
male,no,23600,oppose,71.9,75,3.0999999999999943,98
female,no,32100,oppose,60.3,62,1.7000000000000028,1
male,no,63100,oppose,70.6,74,3.4000000000000057,84
female,no,9400,oppose,67.6,68,0.4000000000000057,4
male,no,35800,oppose,69.9,72,2.0999999999999943,97
male,no,49700,favor,71.2,74,2.799999999999997,95
female,no,32200,oppose,66.4,67,0.5999999999999943,12
female,no,10800,oppose,63.8,66,2.200000000000003,18
male,no,76000,favor,74.6,77,2.4000000000000057,93
male,no,156000,oppose,75.1,77,1.9000000000000057,95
male,no,70700,oppose,67.3,70,2.700000000000003,69
male,no,30800,oppose,67.6,70,2.4000000000000057,88
male,no,62700,oppose,75.5,78,2.5,82
male,no,4100,favor,68.1,70,1.9000000000000057,88
female,no,108600,oppose,67.1,69,1.9000000000000057,6
male,no,44500,oppose,67.1,70,2.9000000000000057,88
male,no,15000,oppose,72.7,75,2.299999999999997,96
female,no,30300,oppose,66.9,68,1.0999999999999943,2
male,no,24500,favor,71.7,74,2.299999999999997,97
female,yes,2700,favor,61,62,1,34
female,no,45300,oppose,64.6,66,1.4000000000000057,6
female,no,19600,oppose,70.1,72,1.9000000000000057,1
male,no,37500,oppose,73.6,76,2.4000000000000057,99
female,no,22700,oppose,62.1,63,0.8999999999999986,5
female,no,14400,favor,66,68,2,1
female,no,6300,oppose,66.7,68,1.2999999999999972,6
female,no,32300,oppose,65.2,67,1.7999999999999972,0
male,no,50500,favor,67.9,70,2.0999999999999943,98
female,no,38000,favor,65.9,67,1.0999999999999943,0
male,no,30300,favor,68,70,2,100
male,no,31500,oppose,70.2,73,2.799999999999997,85
male,no,28700,oppose,70.8,73,2.200000000000003,78
male,no,36100,favor,68.2,71,2.799999999999997,82
female,no,27300,oppose,61.8,64,2.200000000000003,4
female,no,116900,oppose,67.2,68,0.7999999999999972,11
male,no,37100,favor,69.5,72,2.5,94
female,no,7300,oppose,62.7,64,1.2999999999999972,4
male,no,8300,oppose,68.3,71,2.700000000000003,100
female,no,89600,oppose,70.4,72,1.5999999999999943,3
female,no,11600,oppose,64.6,66,1.4000000000000057,2
female,no,38100,oppose,62.7,64,1.2999999999999972,1
female,no,25700,oppose,66.5,68,1.5,1
female,no,21800,oppose,67,68,1,1
female,no,50600,oppose,67.3,69,1.7000000000000028,6
male,no,27700,oppose,71,73,2,97
female,no,64300,oppose,63.4,65,1.6000000000000014,1
male,no,5000,favor,68.8,71,2.200000000000003,90
female,no,48700,oppose,64.2,66,1.7999999999999972,19
female,no,41000,oppose,67.9,70,2.0999999999999943,31
male,yes,17500,oppose,66.7,69,2.299999999999997,99
female,no,44700,oppose,69.4,71,1.5999999999999943,25
male,no,18600,favor,71.2,74,2.799999999999997,100
male,no,28700,favor,69,71,2,96
male,no,17000,oppose,72.1,75,2.9000000000000057,94
male,no,75200,oppose,74.2,77,2.799999999999997,77
male,no,105700,oppose,69.7,72,2.299999999999997,100
male,no,96200,oppose,65.9,68,2.0999999999999943,91
female,yes,81600,oppose,60.1,62,1.8999999999999986,0
female,no,41700,favor,64.3,66,1.7000000000000028,7
female,no,28700,oppose,64.6,66,1.4000000000000057,7
male,no,6200,oppose,69.9,72,2.0999999999999943,74
male,no,8500,favor,64.2,67,2.799999999999997,96
male,no,9200,oppose,71.3,73,1.7000000000000028,99
female,no,19100,oppose,67,68,1,1
female,no,49200,oppose,63.9,65,1.1000000000000014,34
female,no,8200,favor,58.9,60,1.1000000000000014,8
male,no,26800,favor,69.2,72,2.799999999999997,98
female,no,30800,oppose,64.7,66,1.2999999999999972,4
female,no,29500,oppose,63.2,64,0.7999999999999972,16
female,no,19900,favor,61.3,63,1.7000000000000028,35
female,no,65400,favor,62.2,64,1.7999999999999972,8
male,no,13200,oppose,65.5,68,2.5,93
male,no,139900,oppose,67.9,70,2.0999999999999943,97
male,no,47400,oppose,73.3,76,2.700000000000003,88
male,no,21600,oppose,76.2,79,2.799999999999997,85
female,no,48000,oppose,62.4,64,1.6000000000000014,7
male,no,28100,oppose,67,69,2,99
male,no,29600,oppose,73,76,3,100
male,no,11300,oppose,67.1,70,2.9000000000000057,99
male,no,34100,favor,73.7,76,2.299999999999997,99
female,no,22800,favor,66.5,68,1.5,18
female,no,37800,oppose,66.4,68,1.5999999999999943,8
female,no,32000,oppose,68.9,70,1.0999999999999943,28
male,no,17300,favor,71,74,3,85
male,no,27900,favor,70.4,73,2.5999999999999943,93
female,no,16700,favor,65.9,68,2.0999999999999943,2
female,yes,52700,oppose,65.7,67,1.2999999999999972,1
male,no,45600,favor,66.6,70,3.4000000000000057,78
female,no,9200,favor,67.7,69,1.2999999999999972,36
male,no,14800,oppose,67.2,70,2.799999999999997,89
male,no,84000,favor,75.2,77,1.7999999999999972,97
female,no,38400,oppose,64,66,2,15
male,no,81700,oppose,71.2,74,2.799999999999997,77
female,no,76200,oppose,65.4,67,1.5999999999999943,20
female,no,63900,oppose,61.3,63,1.7000000000000028,4
female,no,21900,oppose,65,67,2,13
male,no,31300,favor,65.2,68,2.799999999999997,92
male,no,50800,oppose,69.8,72,2.200000000000003,98
female,no,89500,oppose,68.5,70,1.5,5
male,no,23400,favor,72,75,3,95
male,no,95200,favor,74.8,77,2.200000000000003,93
female,no,68500,oppose,69.3,71,1.7000000000000028,3
male,no,19600,favor,74.6,77,2.4000000000000057,78
female,no,1300,oppose,64.1,66,1.9000000000000057,18
male,no,72200,oppose,68.6,71,2.4000000000000057,87
female,no,3300,oppose,65.8,68,2.200000000000003,7
male,no,22000,oppose,71.6,74,2.4000000000000057,95
male,yes,57400,oppose,74.6,77,2.4000000000000057,97
female,no,12200,oppose,73.4,75,1.5999999999999943,4
female,no,26200,oppose,64.5,66,1.5,2
female,no,57300,favor,60.2,62,1.7999999999999972,3
female,no,48400,favor,58.5,59,0.5,12
female,yes,40500,oppose,62.7,64,1.2999999999999972,21
male,no,9700,oppose,69.2,72,2.799999999999997,92
female,no,33500,oppose,66,67,1,11
male,no,70000,favor,74.1,77,2.9000000000000057,60
female,no,114400,favor,64.6,67,2.4000000000000057,9
female,no,42600,favor,63.2,64,0.7999999999999972,27
female,no,45600,favor,66,67,1,8
male,no,70200,oppose,65.8,69,3.200000000000003,97
male,no,39300,oppose,65.7,68,2.299999999999997,90
male,no,23700,oppose,70.2,73,2.799999999999997,78
male,no,19900,oppose,68.1,71,2.9000000000000057,92
female,no,27900,oppose,65,66,1,17
male,no,37600,oppose,65.7,67,1.2999999999999972,92
female,no,35400,favor,62.3,64,1.7000000000000028,10
female,no,33600,oppose,62.6,64,1.3999999999999986,6
female,no,39200,oppose,60.5,62,1.5,4
male,no,11100,oppose,67.5,70,2.5,78
male,no,16100,oppose,72.8,75,2.200000000000003,93
female,no,12700,oppose,62.4,64,1.6000000000000014,9
female,no,68600,oppose,66.8,69,2.200000000000003,1
female,no,37600,oppose,66,67,1,5
male,no,25800,oppose,71.3,74,2.700000000000003,92
male,no,84700,oppose,71.7,74,2.299999999999997,91
male,no,53300,oppose,71.9,74,2.0999999999999943,43
male,no,65900,oppose,72.9,75,2.0999999999999943,99
female,no,59800,oppose,68.8,70,1.2000000000000028,5
male,no,15900,oppose,72,74,2,85
male,no,55000,favor,71.2,74,2.799999999999997,95
female,no,16900,oppose,62.4,64,1.6000000000000014,9
female,no,62400,oppose,69.2,71,1.7999999999999972,1
male,no,91100,favor,71.2,73,1.7999999999999972,98
male,no,54800,oppose,72.7,75,2.299999999999997,98
female,no,26900,oppose,66,68,2,9
male,no,43700,oppose,72.9,75,2.0999999999999943,91
female,no,36400,oppose,70.6,73,2.4000000000000057,14
male,no,10400,favor,72.4,75,2.5999999999999943,99
male,no,38700,oppose,71.7,74,2.299999999999997,87
female,no,13400,oppose,62.1,63,0.8999999999999986,11
male,no,64100,favor,73.5,76,2.5,88
male,no,62300,favor,70,73,3,97
male,no,11600,favor,59.2,62,2.799999999999997,92
male,no,53100,favor,65.1,68,2.9000000000000057,100
male,no,24500,oppose,69.6,72,2.4000000000000057,74
female,no,50900,favor,62.7,65,2.299999999999997,6
female,no,122800,oppose,67.6,69,1.4000000000000057,23
male,no,41100,favor,75.5,77,1.5,100
male,no,39700,oppose,69.1,72,2.9000000000000057,78
female,no,24400,favor,66.7,68,1.2999999999999972,22
female,no,22900,oppose,68.3,70,1.7000000000000028,3
female,no,9300,oppose,68.9,70,1.0999999999999943,1
male,no,53600,oppose,74,76,2,76
male,no,6700,oppose,70.4,73,2.5999999999999943,99
male,no,31500,oppose,72.5,76,3.5,80
male,no,27900,favor,72.5,75,2.5,91
female,no,107800,oppose,68.7,70,1.2999999999999972,36
male,no,34400,favor,71.6,74,2.4000000000000057,91
male,no,30400,oppose,67.2,70,2.799999999999997,90
male,no,3200,favor,69,71,2,89
male,no,24200,oppose,72.2,75,2.799999999999997,92
female,no,27800,oppose,68.8,70,1.2000000000000028,24
male,no,40400,oppose,71.1,74,2.9000000000000057,99
female,no,54100,oppose,65.1,67,1.9000000000000057,0
female,no,25800,oppose,65.9,68,2.0999999999999943,16
female,no,62900,oppose,68,69,1,3
female,no,148700,favor,66.9,68,1.0999999999999943,36
female,no,40500,oppose,64.8,66,1.2000000000000028,5
male,no,50800,oppose,69,71,2,80
male,no,34200,favor,73.6,76,2.4000000000000057,99
male,no,155000,oppose,69,72,3,96
female,no,13900,oppose,64.3,65,0.7000000000000028,5
female,no,49300,oppose,66.4,68,1.5999999999999943,10
female,no,89000,oppose,67.6,70,2.4000000000000057,17
male,no,26000,oppose,70.2,73,2.799999999999997,99
female,no,151200,oppose,65.1,66,0.9000000000000057,8
female,no,37800,oppose,66.5,68,1.5,13
male,no,56400,oppose,66.5,69,2.5,96
male,no,18800,oppose,71.4,74,2.5999999999999943,96
male,no,37600,oppose,77.2,79,1.7999999999999972,98
male,no,31900,oppose,70.4,73,2.5999999999999943,95
female,no,37800,oppose,60.6,62,1.3999999999999986,4
male,no,34900,favor,74.6,77,2.4000000000000057,91
male,no,41700,oppose,77.4,80,2.5999999999999943,97
female,no,32800,oppose,64.1,66,1.9000000000000057,1
female,no,24400,oppose,63.5,65,1.5,39
male,no,3700,oppose,73.9,77,3.0999999999999943,96
female,no,42500,favor,63.6,65,1.3999999999999986,2
female,no,48300,oppose,62.5,64,1.5,1
female,no,27200,favor,68.4,71,2.5999999999999943,7
male,no,75500,favor,67.6,69,1.4000000000000057,97
male,no,54100,favor,68.9,71,2.0999999999999943,95
female,no,7400,favor,66.5,68,1.5,15
male,no,5800,favor,62.4,65,2.6000000000000014,94
male,no,38300,oppose,66.7,69,2.299999999999997,91
female,no,75700,favor,64.2,66,1.7999999999999972,2
female,no,37900,oppose,67.8,69,1.2000000000000028,3
male,no,89300,oppose,68.5,70,1.5,86
female,no,147800,oppose,66,67,1,16
male,no,66100,oppose,64.1,66,1.9000000000000057,97
female,no,44200,oppose,63.3,65,1.7000000000000028,18
female,no,21200,oppose,65,66,1,13
female,no,16700,oppose,69,70,1,9
female,no,24100,oppose,65,67,2,3
male,no,67900,oppose,69.3,71,1.7000000000000028,90
female,no,16200,oppose,64.2,65,0.7999999999999972,11
male,no,48000,oppose,67.7,70,2.299999999999997,99
male,no,42000,favor,70.7,73,2.299999999999997,78
male,no,15600,favor,70.5,73,2.5,93
female,no,67000,oppose,68.8,70,1.2000000000000028,11
male,no,123100,oppose,71.5,73,1.5,86
male,no,101900,favor,69.1,72,2.9000000000000057,99
male,no,30900,oppose,68.5,71,2.5,99
male,no,56700,oppose,71,74,3,99
female,no,55900,oppose,64.9,66,1.0999999999999943,1
male,no,28500,oppose,71.5,74,2.5,100
female,no,35100,oppose,62.1,64,1.8999999999999986,3
female,no,20100,oppose,67,68,1,1
female,no,21500,oppose,66.5,68,1.5,2
female,no,41900,oppose,64.9,66,1.0999999999999943,1
female,no,15400,oppose,66.5,68,1.5,22
female,no,24300,oppose,61.9,63,1.1000000000000014,1
female,no,40500,oppose,65.9,68,2.0999999999999943,19
male,no,6500,oppose,73.8,76,2.200000000000003,97
male,no,10000,oppose,62.3,65,2.700000000000003,96
male,no,8600,oppose,68.5,71,2.5,75
male,no,38800,oppose,69.5,72,2.5,96
female,no,35400,oppose,70.9,73,2.0999999999999943,16
male,no,5700,oppose,69.5,71,1.5,94
male,no,42000,favor,71.7,74,2.299999999999997,90
male,no,29200,oppose,70.9,73,2.0999999999999943,90
female,no,6700,oppose,61.7,63,1.2999999999999972,3
female,no,21800,oppose,63.8,65,1.2000000000000028,2
male,no,30000,favor,71.9,74,2.0999999999999943,86
male,no,46100,favor,71,74,3,92
male,no,29900,oppose,71.2,74,2.799999999999997,100
male,no,24900,oppose,75.6,77,1.4000000000000057,98
male,no,44400,favor,71.2,75,3.799999999999997,98
male,no,26100,oppose,70.6,73,2.4000000000000057,92
male,no,10400,oppose,67.5,70,2.5,96
female,no,44000,oppose,63.3,64,0.7000000000000028,5
male,no,1600,oppose,66.5,69,2.5,90
